expense_id,expense_date,department,cost_center,vendor,expense_category,payment_type,amount,budget_monthly,approved_by,reimbursable,receipt_attached,project_code,status
EX00083,2025/3/2,Engineering,CC-ENG-32,Atlassian,Contractors,ACH,919.49,20000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00177,2025/3/2,IT,CC-IT-39,Slack,Training,Corporate Card,1099.32,9000,COO,FALSE,TRUE,PRJ-101,Pending
EX00055,2025/3/3,Marketing,CC-MAR-14,slack,Travel,ACH,910.74,17000,VP Sales,FALSE,TRUE,PRJ-620,Rejected
EX00020,2025/3/7,Marketing,CC-MAR-80,SLACK,Software,Corporate Card,2053.76,17000,Finance Manager,FALSE,TRUE,PRJ-415,Approved
EX00112,2025/3/7,Engineering,CC-ENG-57,AWS,Recruiting,Corporate Card,947.7,20000,VP Sales,FALSE,TRUE,PRJ-620,Approved
EX00108,2025/3/8,Operations,CC-OPE-34,Workday,Events,Corporate Card,1413.4,10000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00142,2025/3/10,IT,CC-IT-52,Adobe,Travel,Wire Transfer,90.15,9000,VP Sales,FALSE,FALSE,PRJ-101,Pending
EX00199,2025/3/15,Engineering,CC-ENG-73,Slack,Cloud Services,Wire Transfer,3879.27,20000,VP Marketing,FALSE,TRUE,PRJ-620,Pending
EX00077,2025/3/17,Engineering,CC-ENG-71,Salesforce,Office Supplies,Wire Transfer,277.09,20000,Finance Manager,TRUE,TRUE,PRJ-203,Approved
EX00203,2025/3/18,IT,CC-IT-83,Zoom,Events,Corporate Card,2440.1,9000,Finance Manager,TRUE,TRUE,PRJ-310,Approved
EX00179,2025/3/19,Finance,CC-FIN-69,notion,Office Supplies,Corporate Card,12107.48,7000,Finance Manager,FALSE,TRUE,PRJ-512,Approved
EX00166,2025/3/19,Engineering,CC-ENG-31,AWS,Software,ACH,1193.43,20000,COO,FALSE,TRUE,PRJ-620,Pending
EX00042,2025/3/20,Marketing,CC-MAR-96,Slack,Cloud Services,Wire Transfer,908.32,17000,Head of Engineering,FALSE,TRUE,PRJ-203,Approved
EX00209,2025/3/20,Engineering,CC-ENG-24,ZOOM,Contractors,Reimbursement,2236.99,20000,Head of Engineering,FALSE,TRUE,PRJ-740,Pending
EX00103,03/21/2025,People,CC-PEO-16,Google Cloud,Training,Reimbursement,763.97,6500,CFO,FALSE,TRUE,PRJ-203,Approved
EX00169,2025/3/21,Marketing,CC-MAR-34,ServiceNow,Contractors,ACH,1249.37,17000,Finance Manager,FALSE,TRUE,PRJ-512,Approved
EX00180,2025/3/24,Sales,CC-SAL-97,Salesforce,Travel,Corporate Card,2172.69,15000,CFO,FALSE,TRUE,PRJ-512,Pending
EX00211,2025/3/25,Engineering,CC-ENG-85,Zoom,Cloud Services,ACH,7042.34,20000,VP Marketing,FALSE,TRUE,PRJ-101,Approved
EX00129,2025/3/25,Support,CC-SUP-34,Salesforce,Recruiting,Corporate Card,154.23,11000,CFO,TRUE,TRUE,PRJ-620,Approved
EX00171,2025/3/26,IT,CC-IT-70,Dell,Travel,Reimbursement,1005,9000,VP Sales,FALSE,TRUE,PRJ-415,Pending
EX00205,2025/3/26,Sales,CC-SAL-93,Salesforce,Events,Reimbursement,288.6,15000,Finance Manager,FALSE,TRUE,PRJ-512,Approved
EX00066,2025/3/27,Engineering,CC-ENG-27,Google Cloud,Software,ACH,1057.78,20000,CFO,FALSE,TRUE,PRJ-415,Approved
EX00079,2025/3/28,Sales,CC-SAL-21,Salesforce,Professional Services,Reimbursement,1012.36,15000,VP Marketing,FALSE,TRUE,PRJ-620,Approved
EX00001,2025/3/29,Sales,CC-SAL-88,Zoom,Contractors,ACH,5127.73,15000,Head of Engineering,FALSE,TRUE,PRJ-203,Pending
EX00061,2025/4/1,Sales,CC-SAL-59,Adobe,Cloud Services,Corporate Card,1261.92,15000,VP Marketing,FALSE,FALSE,PRJ-101,Rejected
EX00059,2025/4/3,People,CC-PEO-51,Google Cloud,Travel,Corporate Card,3249.36,6500,CFO,TRUE,TRUE,PRJ-620,Approved
EX00081,2025/4/4,Operations,CC-OPE-73,Workday,Software,Reimbursement,1274.83,10000,CFO,FALSE,TRUE,PRJ-310,Approved
EX00219,2025/4/4,Marketing,CC-MAR-34,AWS,Contractors,Reimbursement,12634.78,17000,CFO,FALSE,TRUE,PRJ-310,Approved
EX00148,2025/4/4,Engineering,CC-ENG-34,Notion,Travel,Corporate Card,774.16,20000,COO,FALSE,TRUE,PRJ-310,Approved
EX00189,2025/4/4,Engineering,CC-ENG-78,ATLASSIAN,Events,Reimbursement,383.12,20000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00085,2025/4/5,Marketing,CC-MAR-59,Concur,Professional Services,Corporate Card,1796.78,17000,COO,FALSE,FALSE,PRJ-101,Rejected
EX00048,2025/4/6,Marketing,CC-MAR-62,ServiceNow,Cloud Services,Reimbursement,1547,17000,CFO,FALSE,TRUE,PRJ-620,Pending
EX00053,2025/4/7,Sales,CC-SAL-65,Salesforce,Software,Corporate Card,3691.26,15000,VP Sales,FALSE,TRUE,PRJ-620,Approved
EX00182,2025/4/10,Engineering,CC-ENG-46,Slack,Hardware,Wire Transfer,1098.26,20000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00207,2025/4/14,Support,CC-SUP-25,Concur,Hardware,Reimbursement,1208.96,11000,COO,FALSE,TRUE,PRJ-620,Approved
EX00194,2025/4/15,Engineering,CC-ENG-77,notion,Events,Corporate Card,465.15,20000,VP Marketing,FALSE,TRUE,PRJ-203,Approved
EX00045,2025/4/18,Sales,CC-SAL-30,Salesforce,Contractors,Corporate Card,2810.06,15000,VP Sales,FALSE,TRUE,PRJ-415,Pending
EX00033,2025/4/21,Engineering,CC-ENG-54,Google Cloud,Recruiting,Wire Transfer,2784.17,20000,Head of Engineering,FALSE,TRUE,PRJ-203,Approved
EX00178,2025/4/21,Marketing,CC-MAR-84,AWS,Hardware,Corporate Card,2482.87,17000,Head of Engineering,FALSE,FALSE,PRJ-512,Approved
EX00134,2025/4/21,Sales,CC-SAL-11,Adobe,Training,Corporate Card,1269.75,15000,Head of Engineering,FALSE,TRUE,PRJ-512,Approved
EX00141,2025/4/22,Finance,CC-FIN-61,Atlassian,Training,Reimbursement,983.61,7000,Head of Engineering,TRUE,TRUE,PRJ-415,Approved
EX00003,2025/4/24,Support,CC-SUP-36,ServiceNow,Software,Wire Transfer,4333.4,11000,CFO,FALSE,TRUE,PRJ-415,Approved
EX00158,2025/4/25,Marketing,CC-MAR-75,Uber,Cloud Services,Wire Transfer,3304.48,17000,COO,FALSE,TRUE,PRJ-620,Approved
EX00168,2025/4/27,Support,CC-SUP-28,Concur,Software,Corporate Card,6429.3,11000,CFO,FALSE,TRUE,PRJ-415,Approved
EX00068,28-04-2025,Finance,CC-FIN-49,AWS,Contractors,Corporate Card,982.1,7000,COO,FALSE,FALSE,PRJ-203,Pending
EX00072,2025/4/28,Operations,CC-OPE-75,Salesforce,Events,Corporate Card,3156.44,10000,CFO,FALSE,TRUE,PRJ-101,Approved
EX00188,2025/4/29,Support,CC-SUP-61,Concur,Professional Services,Corporate Card,254.35,11000,Finance Manager,FALSE,FALSE,PRJ-415,Rejected
EX00036,2025/4/29,Marketing,CC-MAR-88,Adobe,Cloud Services,Corporate Card,697.68,17000,CFO,FALSE,FALSE,PRJ-740,Pending
EX00109,2025/4/30,Sales,CC-SAL-75,Concur,Contractors,Reimbursement,4659.23,15000,VP Marketing,FALSE,TRUE,PRJ-203,Approved
EX00022,2025/5/2,Sales,CC-SAL-10,Concur,Software,ACH,1679.88,15000,,FALSE,TRUE,PRJ-203,Approved
EX00161,2025/5/3,Marketing,CC-MAR-48,Salesforce,Contractors,Reimbursement,1949.01,17000,VP Sales,FALSE,TRUE,PRJ-620,Approved
EX00063,2025/5/3,Sales,CC-SAL-86,Notion,Travel,Reimbursement,1578.84,15000,VP Sales,FALSE,TRUE,PRJ-310,Approved
EX00092,2025/5/3,Marketing,CC-MAR-58,Workday,Recruiting,Reimbursement,878.54,17000,COO,FALSE,TRUE,PRJ-203,Approved
EX00216,2025/5/4,Sales,CC-SAL-16,ServiceNow,Hardware,Corporate Card,1279.47,15000,CFO,FALSE,TRUE,PRJ-310,Approved
EX00052,05/06/2025,Sales,CC-SAL-97,Salesforce,Events,Corporate Card,4847.68,15000,CFO,FALSE,TRUE,PRJ-203,Approved
EX00154,2025/5/6,Sales,CC-SAL-94,Notion.so,Software,Corporate Card,497.75,15000,CFO,FALSE,TRUE,PRJ-620,Approved
EX00117,2025/5/10,Engineering,CC-ENG-76,Slack,Contractors,Corporate Card,502.26,20000,CFO,FALSE,FALSE,PRJ-740,Rejected
EX00104,2025/5/10,IT,CC-IT-10,Uber,Contractors,Corporate Card,3032.85,9000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00058,05/11/2025,People,CC-PEO-19,Google Cloud,Software,Wire Transfer,4120.72,6500,CFO,FALSE,TRUE,PRJ-620,Approved
EX00089,2025/5/12,Marketing,CC-MAR-91,ServiceNow,Office Supplies,ACH,443.46,17000,CFO,TRUE,TRUE,PRJ-310,Approved
EX00023,2025/5/12,Engineering,CC-ENG-97,Google Cloud,Travel,Corporate Card,11402.54,20000,Finance Manager,FALSE,TRUE,PRJ-740,Approved
EX00181,05/13/2025,Support,CC-SUP-95,Salesforce,Software,Corporate Card,1325.37,11000,Finance Manager,FALSE,TRUE,PRJ-620,Approved
EX00062,2025/5/13,Marketing,CC-MAR-97,Salesforce,Recruiting,ACH,1151.99,17000,Head of Engineering,FALSE,TRUE,PRJ-740,Approved
EX00215,2025/5/13,People,CC-PEO-17,Zoom,Cloud Services,Corporate Card,2420.72,6500,Finance Manager,FALSE,TRUE,PRJ-101,Approved
EX00018,2025/5/14,IT,CC-IT-79,Zoom,Recruiting,ACH,1608.92,9000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00165,2025/5/19,Engineering,CC-ENG-56,Workday,Cloud Services,Wire Transfer,135.71,20000,VP Sales,FALSE,TRUE,PRJ-310,Rejected
EX00132,2025/5/22,Marketing,CC-MAR-27,Concur,Software,Corporate Card,860.8,17000,VP Sales,FALSE,TRUE,PRJ-415,Approved
EX00012,2025/5/23,Sales,CC-SAL-70,AWS,Software,ACH,4147.61,15000,VP Marketing,FALSE,TRUE,PRJ-101,Approved
EX00054,2025/5/23,Marketing,CC-MAR-33,Dell,Office Supplies,Corporate Card,3105.1,17000,CFO,FALSE,TRUE,PRJ-620,Pending
EX00093,2025/5/23,Operations,CC-OPE-12,Concur,Contractors,Corporate Card,1522.87,10000,CFO,FALSE,FALSE,PRJ-101,Approved
EX00097,2025/5/23,Marketing,CC-MAR-37,Uber,Software,Wire Transfer,2980.45,17000,COO,FALSE,FALSE,PRJ-740,Rejected
EX00107,2025/5/24,IT,CC-IT-68,Salesforce,Software,Corporate Card,1851.58,9000,VP Sales,FALSE,TRUE,PRJ-101,Approved
EX00102,2025/5/26,Engineering,CC-ENG-51,Google Cloud,Travel,ACH,692.16,20000,CFO,FALSE,TRUE,PRJ-203,Approved
EX00185,2025/5/26,Engineering,CC-ENG-11,Zoom,Software,Corporate Card,4669.18,20000,VP Sales,FALSE,FALSE,PRJ-740,Pending
EX00088,2025/5/27,Operations,CC-OPE-69,Google Cloud,Events,Corporate Card,2956.28,10000,VP Marketing,FALSE,TRUE,PRJ-620,Pending
EX00005,2025/5/28,Support,CC-SUP-69,Concur,Travel,Corporate Card,7018.43,11000,Finance Manager,FALSE,TRUE,PRJ-512,Approved
EX00190,2025/5/29,People,CC-PEO-64,Salesforce,Hardware,Reimbursement,383.21,6500,Finance Manager,FALSE,TRUE,PRJ-740,Approved
EX00044,2025/5/30,Engineering,CC-ENG-76,ServiceNow,Contractors,Wire Transfer,3640.53,20000,Finance Manager,FALSE,TRUE,PRJ-415,Approved
EX00167,2025/5/31,Finance,CC-FIN-94,Adobe,Software,Corporate Card,993.4,7000,CFO,FALSE,TRUE,PRJ-101,Approved
EX00080,2025/6/2,Marketing,CC-MAR-15,Google Cloud,Travel,ACH,1690.15,17000,VP Marketing,FALSE,TRUE,PRJ-203,Approved
EX00130,2025/6/2,Operations,CC-OPE-31,Atlassian Ltd,Software,Corporate Card,3283.61,10000,Finance Manager,FALSE,TRUE,PRJ-620,Approved
EX00128,2025/6/2,Marketing,CC-MAR-71,Adobe,Contractors,Corporate Card,174.65,17000,VP Sales,FALSE,TRUE,PRJ-203,Approved
EX00159,2025/6/7,Engineering,CC-ENG-16,Google Cloud,Office Supplies,ACH,935.03,20000,VP Sales,FALSE,TRUE,PRJ-620,Approved
EX00202,2025/6/7,Operations,CC-OPE-80,AWS,Travel,ACH,1328.53,10000,VP Marketing,FALSE,TRUE,PRJ-101,Approved
EX00110,2025/6/7,Marketing,CC-MAR-68,Salesforce,Contractors,Corporate Card,7953.89,17000,Finance Manager,FALSE,TRUE,PRJ-101,Approved
EX00027,2025/6/8,Engineering,CC-ENG-12,ServiceNow,Cloud Services,Reimbursement,3932.6,20000,Head of Engineering,FALSE,TRUE,PRJ-310,Approved
EX00065,2025/6/8,Finance,CC-FIN-13,AWS,Cloud Services,Corporate Card,3445.41,7000,Head of Engineering,FALSE,TRUE,PRJ-101,Approved
EX00067,2025/6/12,Finance,CC-FIN-95,Slack,Cloud Services,Corporate Card,1972.59,7000,CFO,FALSE,TRUE,PRJ-310,Approved
EX00051,2025/6/13,Finance,CC-FIN-28,Zoom,Cloud Services,Corporate Card,3696.91,7000,,FALSE,FALSE,PRJ-740,Approved
EX00076,2025/6/13,People,CC-PEO-31,Salesforce,Training,Wire Transfer,1564.74,6500,VP Marketing,FALSE,TRUE,PRJ-203,Approved
EX00160,2025/6/14,Support,CC-SUP-86,Salesforce,Travel,Corporate Card,2620.98,11000,CFO,FALSE,TRUE,PRJ-740,Pending
EX00043,2025/6/15,Marketing,CC-MAR-72,Concur,Travel,Corporate Card,923.34,17000,Finance Manager,FALSE,TRUE,PRJ-620,Approved
EX00152,2025/6/15,Engineering,CC-ENG-11,AWS,Software,Corporate Card,1076.06,20000,Finance Manager,FALSE,TRUE,PRJ-310,Approved
EX00156,2025/6/19,Operations,CC-OPE-41,Zoom,Recruiting,ACH,2422.15,10000,VP Marketing,FALSE,TRUE,PRJ-310,Approved
EX00150,2025/6/20,Engineering,CC-ENG-48,Dell,Recruiting,ACH,676.38,20000,Head of Engineering,FALSE,TRUE,PRJ-512,Approved
EX00136,2025/6/20,Marketing,CC-MAR-46,Salesforce,Office Supplies,Corporate Card,497.39,17000,CFO,FALSE,TRUE,PRJ-415,Approved
EX00013,2025/6/21,Engineering,CC-ENG-53,Salesforce,Hardware,Corporate Card,2731.92,20000,Head of Engineering,FALSE,TRUE,PRJ-415,Pending
EX00186,2025/6/21,Sales,CC-SAL-82,Notion.so,Travel,Wire Transfer,6475.7,15000,VP Sales,FALSE,TRUE,PRJ-415,Approved
EX00206,2025/6/22,Engineering,CC-ENG-89,atlassian,Recruiting,Reimbursement,-540.79,20000,Head of Engineering,FALSE,TRUE,PRJ-415,Approved
EX00198,2025/6/22,Operations,CC-OPE-12,Adobe,Travel,Wire Transfer,759.35,10000,Finance Manager,FALSE,TRUE,PRJ-203,Approved
EX00212,2025/6/22,Marketing,CC-MAR-31,Slack Inc,Hardware,ACH,529.67,17000,Head of Engineering,FALSE,TRUE,PRJ-620,Approved
EX00208,2025/6/22,Engineering,CC-ENG-77,AWS,Cloud Services,Corporate Card,594.69,20000,COO,TRUE,TRUE,PRJ-620,Approved
EX00008,2025/6/24,Marketing,CC-MAR-83,Salesforce,Cloud Services,Reimbursement,3321.98,17000,Finance Manager,FALSE,TRUE,PRJ-512,Approved
EX00011,2025/6/24,Engineering,CC-ENG-38,Notion,Recruiting,Corporate Card,637.8,20000,COO,FALSE,TRUE,PRJ-203,Approved
EX00191,2025/6/24,Operations,CC-OPE-32,Concur,Contractors,Corporate Card,484.58,10000,,FALSE,TRUE,PRJ-203,Pending
EX00099,2025/6/27,Engineering,CC-ENG-46,Workday,Travel,ACH,1390.36,20000,Head of Engineering,FALSE,TRUE,PRJ-101,Approved
EX00038,2025/6/27,Support,CC-SUP-29,Adobe,Cloud Services,Reimbursement,3134.66,11000,VP Marketing,FALSE,FALSE,PRJ-101,Pending
EX00047,2025/6/27,IT,CC-IT-63,Google Cloud,Cloud Services,Corporate Card,5625.48,9000,VP Sales,TRUE,TRUE,PRJ-415,Approved
EX00155,2025/6/28,Engineering,CC-ENG-29,Dell,Hardware,Wire Transfer,470.88,20000,CFO,FALSE,TRUE,PRJ-740,Approved
EX00162,2025/6/30,Engineering,CC-ENG-19,Dell,Office Supplies,ACH,1792.85,20000,Head of Engineering,FALSE,TRUE,PRJ-415,Approved
EX00176,2025/7/1,Engineering,CC-ENG-66,Google Cloud,Software,Corporate Card,4769.61,20000,VP Sales,FALSE,TRUE,PRJ-512,Approved
EX00145,2025/7/1,Marketing,CC-MAR-76,Zoom.us,Office Supplies,Reimbursement,1065.21,17000,Head of Engineering,FALSE,TRUE,PRJ-512,Approved
EX00094,2025/7/1,IT,CC-IT-24,Adobe,Hardware,ACH,1219.81,9000,VP Sales,FALSE,TRUE,PRJ-415,Approved
EX00147,2025/7/2,Marketing,CC-MAR-28,Notion,Training,Reimbursement,-1674.47,17000,Finance Manager,TRUE,TRUE,PRJ-101,Approved
EX00173,2025/7/2,IT,CC-IT-17,Salesforce,Contractors,Corporate Card,4785.97,9000,VP Marketing,FALSE,FALSE,PRJ-512,Pending
EX00172,2025/7/2,Engineering,CC-ENG-46,zoom,Recruiting,Corporate Card,397.94,20000,Finance Manager,FALSE,TRUE,PRJ-203,Approved
EX00213,2025/7/2,Support,CC-SUP-28,Google Cloud,Software,Corporate Card,1327.75,11000,Head of Engineering,FALSE,TRUE,PRJ-740,Approved
EX00064,2025/7/3,Engineering,CC-ENG-81,Dell,Training,ACH,832.98,20000,Head of Engineering,FALSE,TRUE,PRJ-740,Approved
EX00037,2025/7/3,People,CC-PEO-72,Workday,Cloud Services,Corporate Card,4320.04,6500,COO,FALSE,TRUE,PRJ-512,Approved
EX00115,2025/7/4,Engineering,CC-ENG-53,Adobe,Contractors,Corporate Card,750.63,20000,COO,FALSE,TRUE,PRJ-415,Approved
EX00214,07/06/2025,Marketing,CC-MAR-91,AWS,Software,ACH,1368.55,17000,Finance Manager,FALSE,FALSE,PRJ-101,Pending
EX00082,2025/7/6,People,CC-PEO-77,Salesforce,Software,Corporate Card,7076.95,6500,VP Marketing,FALSE,TRUE,PRJ-512,Approved
EX00133,2025/7/7,Marketing,CC-MAR-26,ServiceNow,Training,Corporate Card,-503.02,17000,VP Marketing,FALSE,TRUE,PRJ-101,Approved
EX00046,2025/7/8,Support,CC-SUP-76,Atlassian,Contractors,ACH,3778.15,11000,COO,FALSE,TRUE,PRJ-620,Approved
EX00151,2025/7/8,Support,CC-SUP-63,Zoom,Travel,Corporate Card,704.1,11000,Finance Manager,TRUE,FALSE,PRJ-203,Pending
EX00138,2025/7/9,Finance,CC-FIN-89,Salesforce,Cloud Services,Corporate Card,518.52,7000,Head of Engineering,FALSE,TRUE,PRJ-512,Approved
EX00017,2025/7/9,Marketing,CC-MAR-24,Google Cloud,Cloud Services,Corporate Card,4577.69,17000,Finance Manager,FALSE,TRUE,PRJ-415,Approved
EX00121,2025/7/9,Support,CC-SUP-36,AWS,Recruiting,Reimbursement,1100.43,11000,VP Sales,FALSE,TRUE,PRJ-740,Approved
EX00163,2025/7/10,Sales,CC-SAL-75,Adobe,Cloud Services,ACH,2158.77,15000,CFO,FALSE,TRUE,PRJ-740,Approved
EX00143,2025/7/10,Sales,CC-SAL-87,Uber,Recruiting,ACH,1022.75,15000,COO,FALSE,TRUE,PRJ-512,Approved
EX00095,2025/7/11,Support,CC-SUP-57,Zoom.us,Contractors,ACH,719.58,11000,Finance Manager,FALSE,TRUE,PRJ-415,Approved
EX00090,2025/7/12,Engineering,CC-ENG-19,Google Cloud,Hardware,Corporate Card,2946.34,20000,COO,FALSE,TRUE,PRJ-740,Pending
EX00040,2025/7/13,Sales,CC-SAL-67,Concur,Software,Reimbursement,1436.11,15000,COO,FALSE,TRUE,PRJ-620,Approved
EX00195,2025/7/15,IT,CC-IT-97,Atlassian,Travel,Corporate Card,962.25,9000,Head of Engineering,FALSE,TRUE,PRJ-415,Approved
EX00116,2025/7/16,Support,CC-SUP-34,Zoom,Training,Corporate Card,2713.73,11000,CFO,TRUE,TRUE,PRJ-740,Approved
EX00196,2025/7/16,Marketing,CC-MAR-37,Zoom,Training,Reimbursement,434.25,17000,Head of Engineering,FALSE,TRUE,PRJ-203,Approved
EX00070,2025/7/17,Sales,CC-SAL-86,zoom,Software,Corporate Card,3897.05,15000,,FALSE,TRUE,PRJ-512,Pending
EX00002,2025/7/18,Support,CC-SUP-63,Dell,Contractors,Corporate Card,6161.97,11000,VP Marketing,FALSE,TRUE,PRJ-101,Approved
